gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
Kr,114,0.0100462053828451,False,True,2,False,59,0.2781549074293878,0.5954435402415463,0.6589805881947691,1.1386984618582532
Kr,115,0.0058041371214191,False,True,2,False,84,0.5970655999432625,0.7182095414111739,0.4707932832243349,1.1417357919840725
Kr,116,0.0633974880319028,True,True,2,False,36,0.0050000000652109,0.2607900415116069,0.5225843658235985,1.0774449958560373
Kr,117,0.017445961098054,False,True,2,False,97,0.7115977599399441,0.7539930420982408,0.3386669424902609,1.1301684015859828
Kr,118,0.0191344688272886,False,True,2,False,46,0.0050000090960021,0.5863140541455047,0.7541551522216721,1.078483758857106
Kr,119,0.0279976785796946,False,True,2,False,26,0.0050000000000979,0.6241008296759027,0.6801431703664147,1.108849268997809
Kr,120,0.0152422911214634,False,True,2,False,71,0.4950090217199792,0.6099606123949312,0.7029062334530686,1.1900339165267215
Kr,121,0.0185189086659135,False,True,2,False,27,0.0050000000000646,0.6297571052411695,0.5696891611029572,1.1083585048097375
Kr,122,0.0751220342709442,True,True,2,False,111,0.4662600935279755,0.6925080260945538,0.6206204556836753,1.1583723943903728
Kr,123,0.0920695097627734,True,True,2,False,64,0.0050000035605721,0.0050000000000864,0.0523843208187551,0.7294849242619965
Kr,124,0.0489229326679621,True,True,2,False,31,0.3690989395307593,0.6823609637600854,0.8505799008904981,1.3590645568683148
Kr,125,0.0807686678318483,True,True,1,False,197,0.005,0.6055705117061859,0.5637757029650847,0.9709791882635068
Kr,126,0.0182339760878385,False,True,2,False,73,0.8146251650897951,0.6375798996018973,0.3641404051497829,1.2243410714273075
Kr,127,0.0317769984886586,False,True,2,False,28,0.005,0.3340243546948512,0.8516549126679664,0.9940594694805432
Kr,128,0.0122858473516371,False,True,2,False,48,0.7129334984777204,0.6498535663680917,0.621602597914454,1.2794474446762338
Kr,129,0.011934803829201,False,True,2,False,26,0.0050000000000012,0.4121283627887148,0.5576072051551213,1.1161931781924603
Kr,130,0.0324798083534288,False,True,2,False,74,0.435918580019784,0.6671600412984819,0.3458050265724868,1.1795995450498753
Kr,131,0.0346306699299499,False,True,2,False,48,0.0050000000097898,0.5140833248524602,0.7832193017877337,1.1794008316471345
Kr,132,0.0269416676440621,False,True,2,False,23,0.0050000000042468,0.456369749772003,0.5779756442308093,0.957572461225809
Kr,133,0.009606188512691,False,True,2,False,41,0.286570658881725,0.5317925451685278,0.6810477692948671,1.0298716078199632
Kr,134,0.0966456649768621,True,True,2,False,23,0.005,0.3025235538243391,0.5262499577362534,0.9111279495975432
Kr,135,0.0456250951198859,True,True,2,False,45,0.0050000000001629,0.4548615635893308,0.493736336058631,0.9863387904975272
Kr,136,0.0355217151806663,False,True,2,False,28,0.0050000000178648,0.4677241306933808,0.3895858189270909,1.049033206463435
Kr,137,0.0917535343863844,True,True,2,False,53,0.0050000000054551,0.491438556727123,0.4230987410533727,0.881668459032397
Kr,138,0.0231387438609159,False,True,1,False,118,0.0050000035316952,0.5201086583029295,0.7137816034319773,1.1016969920822175
Kr,139,0.0395179244800853,True,True,2,False,37,0.0344610229018826,0.4570992285613807,0.8028148307614573,1.06287202575289
Kr,140,0.0351732099603913,False,True,2,False,53,0.0050000008136518,0.3728661663568774,0.5044586119932505,0.9159026558385844
Kr,141,0.0292869192276134,False,True,2,False,38,0.1528277695064216,0.361173191318622,0.4481192239613839,1.0707516280372409
Kr,142,0.0548142109823246,True,True,2,False,65,0.6340411533924898,0.6082123517056064,0.5526090591140166,1.2193576286651573
Kr,143,0.0171434483837736,False,True,2,False,57,0.0050000000011125,0.5671297245495733,0.7585316429680458,1.1413576775502987
Kr,144,0.1108602187047299,True,True,1,True,224,0.0061503296362172,0.6987427139021386,0.8480205230357518,0.9706535698433948
Kr,145,0.0556553141615979,True,True,1,False,166,0.0050017241195915,0.5637618808375038,0.5034401078524625,0.9113363511251236
Kr,146,0.0282790799696974,False,True,2,False,71,0.5078551553180808,0.5615630549925109,0.6170603594697012,1.1674486594620872
Kr,147,0.1583207278936508,True,True,2,False,72,0.0050000396067783,0.0050000275014787,0.0421836343731628,0.7593069020383567
Kr,148,0.0788999298261311,True,True,2,False,29,0.005,0.3858376063824418,0.424873831776198,0.7684235860979899
Kr,149,0.0730186559109982,True,True,2,False,47,0.2533559044535464,0.3627211463411953,0.5192881760571215,1.1935696581394877
Kr,150,0.0540468118550139,True,True,2,False,29,0.5060943176688946,0.6253331899980181,0.5347947395748914,1.158739595216757
